"ID","Prefecture","Q1","Q3","Q4","Q5","Q6","Q10_1","Q10_2","Q10_3","Q10_4","Q10_5","Q10_6","Q10_7","Q10_8","Q10_9","Q10_10","Q10_11","Q14_1","Q14_2","Q14_3","Q14_4","Q14_5","Q14_6","Q15","Q16","Q17","Q18","Q20","Q25","Q28","Q41","Q42_1","Q42_2","Q42_3","Q42_4","Q42_5","Q42_6","Q43_1","Q43_2","Q43_3","Q43_4","Q43_5","Q43_6","Q43_7","Q43_8","Q43_9","Q43_10","Q43_11","Q43_12","Q44_1","Q44_2","Q44_3","Q44_4","Q44_5","Q44_6","Q45","Q46","Q47","Q48","Q49_1","Q49_2","Q50","Q51","Q52","Q53","Q54","Q57_1","Q57_2","Q57_3","Q57_4","Q57_5","Q57_6","Q57_7"
1476,28,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,3,2,2,2,1,1,8,8,5,3,6,6,1,1,1,3,1,1,3,2,3,1,3,3,1,3,5,1,2,5,4,2,1,12,4,66,2,2,1,2,4,1,1,1,1,0,0,0
1477,28,3,3,3,2,3,1,1,0,0,0,0,0,0,0,0,0,2,3,4,4,4,4,3,2,2,1,1,3,2,3,2,6,6,5,4,4,1,1,2,4,1,2,2,1,3,2,1,1,3,4,4,2,2,4,8,3,1,11,7,66,2,4,1,2,4,0,1,1,1,0,0,0
1478,28,2,12,1,3,3,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,3,3,2,2,2,2,2,1,6,5,5,5,5,4,5,5,2,1,3,4,4,2,1,5,4,1,2,2,2,1,3,2,4,8,3,1,9,1,2,1,5,1,3,4,0,1,0,1,0,1,0
1479,28,3,1,1,2,2,0,0,0,1,0,0,0,0,0,0,0,2,2,3,5,4,4,5,5,5,2,3,2,2,1,99,99,99,99,99,99,3,5,3,2,99,2,4,4,99,99,5,5,2,99,99,99,99,99,4,1,99,14,7,66,3,2,2,2,7,1,1,0,0,0,0,0
1480,28,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,3,2,2,2,2,3,2,2,5,10,7,6,5,10,2,3,1,5,1,2,5,2,3,3,5,3,2,4,1,3,3,5,4,2,2,13,8,66,2,2,1,2,5,1,1,0,0,0,0,0
1481,28,2,99,99,3,4,0,0,0,0,0,0,0,0,0,0,1,4,2,5,5,5,5,5,5,5,2,2,4,2,4,0,0,0,0,0,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,7,7,2,12,7,66,1,7,5,1,6,0,0,0,0,0,0,1
1482,29,3,3,3,2,5,0,1,0,0,0,0,0,0,0,0,0,2,2,3,3,5,3,3,3,2,3,1,3,2,3,4,6,7,6,5,6,2,3,1,4,1,1,3,2,4,4,2,2,3,3,4,1,4,3,8,3,2,12,2,3,1,2,4,99,4,0,1,0,1,0,0,0
1483,29,1,12,2,2,2,1,1,0,1,0,0,0,0,0,0,0,2,2,3,3,3,3,2,2,2,2,2,2,2,2,99,99,99,99,99,99,1,2,1,5,1,2,5,1,3,2,4,4,2,3,4,2,2,2,4,2,2,14,7,66,2,1,5,2,5,0,1,0,0,0,0,0
1484,29,1,3,3,1,2,0,1,1,0,0,0,1,0,0,0,0,2,2,5,5,5,5,3,1,1,1,1,3,2,1,3,1,2,2,3,2,3,4,1,3,3,2,4,2,3,4,2,4,1,3,4,4,5,5,4,1,2,12,7,66,2,2,4,2,5,1,1,0,0,0,0,0
1485,29,3,4,4,2,2,99,99,99,99,99,99,99,99,99,99,99,3,3,3,5,5,5,5,5,5,3,3,3,2,1,4,3,3,4,5,3,3,1,1,3,3,3,3,3,3,3,2,2,1,4,5,2,2,4,8,4,2,13,7,66,2,3,1,6,4,1,1,0,0,0,0,0
1486,29,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,3,3,4,4,4,4,2,2,2,3,1,2,2,1,6,4,5,4,4,4,1,3,3,4,2,2,3,2,3,2,2,2,1,3,3,2,2,4,2,1,2,6,6,66,1,5,1,3,4,0,1,0,1,1,0,0
1487,29,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,2,2,2,3,3,3,3,2,2,2,2,3,2,1,10,7,7,8,8,7,2,1,2,4,2,1,4,3,3,2,4,2,4,3,1,2,3,2,2,1,2,15,5,66,3,2,1,3,3,1,1,0,0,0,0,0
1488,29,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,2,3,2,2,2,1,2,3,2,3,0,8,9,7,10,10,1,2,1,5,3,3,5,5,3,4,2,3,2,2,1,1,1,5,3,3,2,12,3,66,2,2,1,2,2,1,1,0,0,0,0,0
1489,29,3,12,99,3,3,0,1,0,0,0,0,0,0,0,0,0,1,3,4,3,4,4,3,3,2,2,3,3,2,3,99,99,99,99,99,99,3,3,3,3,3,3,5,3,5,3,3,4,2,3,3,4,3,3,4,3,2,12,5,66,2,2,1,2,4,1,1,0,0,0,0,0
1490,29,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,2,2,3,2,4,3,4,2,1,2,2,3,2,2,1,1,0,0,1,0,2,3,1,5,2,3,3,1,3,4,1,1,2,3,1,3,2,4,1,12,1,12,7,66,2,2,1,2,5,1,0,0,1,0,1,0
1491,29,1,2,2,1,4,0,0,0,0,0,0,0,0,0,0,1,3,4,2,3,4,3,2,2,3,1,1,2,2,3,3,4,6,5,6,5,1,3,2,4,3,3,1,1,3,2,3,1,2,1,3,5,1,5,1,3,1,9,1,2,1,5,1,2,2,1,1,0,0,0,0,0
1492,29,2,6,6,1,3,0,0,0,0,1,0,0,0,0,0,0,4,4,4,4,2,2,1,1,3,1,1,3,3,6,0,6,1,6,0,2,1,1,1,5,3,1,5,1,5,3,3,3,2,3,4,2,3,5,2,6,1,7,1,2,2,3,1,6,4,0,0,0,0,0,1,0
1493,29,2,3,3,3,4,0,0,0,0,0,0,0,0,0,0,1,3,4,5,4,4,4,3,3,2,3,3,2,2,3,2,2,6,2,0,2,2,2,3,5,2,1,5,5,5,3,3,1,2,3,3,2,2,2,5,12,2,5,1,3,2,2,1,4,3,0,1,0,1,0,0,0
1494,29,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,4,4,2,2,2,2,2,2,2,12,99,99,99,99,99,99,3,3,1,5,3,3,3,3,3,2,3,5,3,3,2,3,3,3,8,3,2,2,6,66,1,2,1,4,3,0,1,0,1,0,0,0
1495,29,1,12,1,3,3,0,0,1,0,0,0,0,0,0,0,0,5,2,3,1,1,3,1,1,1,2,1,2,2,4,5,4,3,6,2,0,1,5,1,5,1,3,5,2,3,1,1,1,1,4,1,2,2,1,2,1,2,2,1,2,1,2,1,6,5,0,0,0,1,1,1,0
1496,29,1,12,1,2,2,0,1,0,1,0,0,0,0,0,0,0,2,3,3,2,4,4,3,3,2,2,1,2,1,3,5,3,8,5,5,0,2,4,2,2,3,2,5,2,5,5,3,1,3,4,3,2,3,4,2,3,2,11,7,66,3,2,4,3,5,0,1,0,1,0,0,0
1497,29,2,5,5,3,3,0,0,0,1,0,1,0,0,0,0,0,5,5,5,5,5,5,5,5,5,1,1,3,2,7,5,6,5,7,7,4,3,4,4,3,4,5,5,3,3,3,2,3,2,3,2,3,3,3,4,7,2,10,7,66,1,2,4,1,7,0,1,0,1,0,0,0
1498,29,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,1,2,2,3,2,3,3,3,5,5,2,2,3,2,2,0,6,0,0,1,5,4,2,1,4,3,4,4,1,4,4,1,1,2,3,1,2,2,5,4,2,1,10,7,66,1,4,1,3,5,1,1,0,0,0,0,0
1499,29,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,2,2,3,3,3,4,3,2,2,1,1,3,2,1,8,2,3,2,7,3,2,2,1,3,2,3,4,2,3,3,2,2,1,4,3,2,4,3,1,3,2,14,7,66,2,2,1,3,5,1,1,0,1,0,0,0
1500,29,1,1,1,2,3,0,0,1,0,0,0,0,0,0,0,0,3,3,3,4,4,4,4,3,3,1,1,3,2,1,10,2,5,8,7,2,1,2,5,5,2,1,1,2,1,1,5,5,1,1,5,3,3,3,7,1,1,15,7,66,2,2,1,6,3,1,1,0,1,0,1,0
1501,29,2,6,6,1,4,1,1,0,1,0,0,0,0,0,0,0,4,4,4,2,3,1,1,2,3,2,2,5,3,6,0,0,0,7,0,0,4,5,1,5,1,1,5,2,5,2,4,3,3,4,2,4,3,5,9,6,1,6,8,66,1,3,3,2,6,0,0,0,0,0,1,0
1502,29,2,3,3,1,3,0,1,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,2,2,1,1,2,2,3,3,6,9,6,3,8,2,2,4,4,3,2,3,1,3,2,5,5,1,2,1,2,4,5,2,3,2,12,7,66,2,5,1,99,4,1,1,0,0,0,0,0
1503,29,1,5,5,2,2,0,0,0,1,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,2,2,1,2,2,5,8,0,0,0,5,5,3,4,1,4,2,2,4,2,2,2,3,1,2,2,4,4,2,2,2,5,1,11,1,3,2,5,1,6,3,1,1,0,0,0,0,0
1504,29,2,1,1,2,3,0,1,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,2,2,2,3,1,3,2,1,7,2,4,3,3,4,1,3,2,3,3,2,2,2,2,3,3,3,1,3,2,2,1,5,2,12,2,12,7,66,2,2,1,4,4,1,1,0,1,0,0,0
1505,29,2,3,3,2,2,0,1,1,0,0,0,0,0,0,0,0,2,2,2,2,3,3,1,1,2,2,3,3,2,3,1,0,10,5,1,3,1,5,1,3,3,3,5,3,5,3,1,1,1,3,4,4,3,5,5,3,2,4,5,66,2,4,1,5,3,0,0,0,1,0,0,0
1506,30,3,99,99,3,2,99,99,99,99,99,99,99,99,99,99,99,3,3,3,3,3,3,3,3,3,3,3,3,2,99,99,99,99,99,99,99,2,4,2,3,3,3,4,2,4,2,3,3,2,3,3,3,3,3,9,99,2,14,7,66,3,2,5,6,4,0,0,0,0,0,0,1
1507,30,2,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,2,2,2,3,2,1,6,4,7,3,8,2,3,4,1,2,2,4,3,1,4,3,5,3,2,4,3,3,3,4,2,1,1,13,7,66,2,5,1,4,4,0,0,0,1,0,0,0
1508,30,3,3,3,2,3,1,1,0,0,0,0,0,0,0,0,0,5,3,4,3,4,4,2,2,2,2,3,3,2,12,1,1,1,1,1,1,2,1,1,5,1,2,2,1,2,3,3,3,1,4,4,4,3,2,4,12,1,12,7,66,2,1,1,2,7,0,1,0,1,0,1,0
1509,30,2,12,1,3,2,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,2,3,2,2,2,3,2,1,8,5,5,5,5,5,2,2,1,2,2,2,3,2,3,2,2,2,2,2,3,3,3,2,4,1,2,13,7,66,3,1,1,1,5,0,1,0,0,0,0,0
1510,30,1,1,1,2,2,0,0,0,1,0,0,0,0,0,0,0,3,4,4,3,3,4,3,3,3,1,1,3,2,1,4,1,2,2,5,1,1,2,3,2,4,3,1,1,1,2,4,4,1,2,1,1,4,3,1,1,1,14,7,66,2,2,3,2,6,0,1,0,0,0,0,0
1511,30,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3,5,5,3,2,2,2,2,2,1,12,5,7,5,4,5,7,3,5,1,5,1,3,5,1,4,5,2,2,1,4,4,2,1,5,4,2,1,3,1,3,1,5,1,3,4,1,1,0,0,0,0,0
1512,30,2,6,6,2,3,0,0,0,0,1,0,0,0,0,0,0,1,2,2,2,3,3,3,2,2,1,1,3,2,99,99,99,99,99,99,99,1,2,3,3,1,1,3,2,3,1,2,2,2,3,3,3,3,5,2,12,2,8,2,3,1,2,3,6,7,0,1,0,1,0,1,0
1513,30,2,5,1,3,3,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,4,4,4,4,1,2,2,4,2,1,5,99,99,99,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,4,1,2,14,7,66,3,1,5,1,7,0,1,0,0,0,0,0
1514,30,1,5,1,2,2,0,1,1,0,0,0,0,0,0,0,0,2,2,3,3,4,4,3,3,2,2,2,3,1,1,7,4,6,2,5,5,5,3,5,5,2,5,1,3,3,4,1,1,2,1,3,3,1,5,2,1,1,10,1,2,2,2,1,3,3,1,0,0,0,0,0,0
1515,30,3,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,3,3,3,2,2,3,3,2,2,1,1,2,2,1,99,99,99,99,99,99,1,3,3,3,2,2,3,3,3,3,3,3,3,3,2,3,3,3,4,99,2,1,6,66,1,3,1,4,5,0,0,0,1,1,1,0
1516,30,1,3,99,2,2,0,1,0,1,0,0,0,0,0,0,0,2,2,3,2,3,3,3,2,2,1,1,2,1,12,5,3,7,3,5,5,2,2,2,3,3,2,3,3,4,1,3,3,1,3,4,2,3,2,5,12,2,9,5,66,2,3,1,3,6,0,1,0,1,0,0,0
1517,30,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,4,4,2,2,2,2,1,2,1,2,2,10,7,8,0,9,3,1,1,2,2,3,2,2,2,3,4,3,1,2,3,2,4,4,2,2,1,3,4,66,1,3,1,3,6,1,1,0,0,0,0,0
1518,30,2,1,9,3,2,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,3,3,3,3,2,2,2,2,9,0,0,5,0,0,0,99,99,99,99,99,99,99,99,99,99,99,99,1,1,1,2,1,1,5,99,2,8,1,1,1,5,1,4,2,0,0,0,0,1,0,0
1519,30,2,6,6,1,4,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,2,2,3,3,1,3,2,6,0,5,0,4,0,5,1,1,2,5,3,1,5,1,5,3,1,1,3,5,3,3,3,5,4,6,2,3,5,66,2,3,1,3,6,0,1,0,1,1,1,0
1520,31,1,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,2,2,1,2,3,2,1,5,4,1,7,8,6,2,4,3,4,1,1,4,1,3,3,2,2,3,2,5,4,4,5,8,4,1,11,1,3,2,2,1,2,5,1,1,0,1,1,1,0
1521,31,2,4,4,1,4,0,0,0,0,0,0,0,1,0,0,0,4,4,4,4,4,4,1,1,2,1,1,2,2,4,5,0,3,8,0,0,1,3,5,1,3,1,5,5,5,2,5,1,1,1,5,5,1,1,2,4,1,5,1,2,1,6,4,1,6,0,0,0,1,0,0,0
1522,31,3,1,99,1,3,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,4,4,4,4,2,2,3,4,2,7,1,1,1,1,1,1,3,5,1,5,3,3,5,5,5,5,1,1,3,5,2,2,4,5,4,12,2,10,5,66,2,5,5,4,4,1,1,0,1,1,0,0
1523,31,1,5,5,2,2,0,0,0,1,0,0,0,0,0,0,0,3,3,3,3,3,3,2,2,3,2,1,2,1,1,7,1,2,2,8,1,2,5,99,1,5,1,1,1,1,3,2,1,3,4,4,2,3,1,3,1,1,2,2,2,1,2,1,6,4,0,1,0,1,1,1,0
1524,31,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,2,2,3,3,2,2,3,2,12,5,5,5,5,6,5,4,4,2,3,2,3,4,2,4,3,3,4,3,4,3,2,4,2,2,12,2,12,4,66,2,2,1,5,4,1,1,0,1,0,1,0
1525,31,1,2,1,1,2,1,0,0,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,3,2,2,2,1,1,99,99,99,99,10,99,2,1,2,3,1,2,4,1,1,1,2,1,3,2,5,3,5,2,4,1,2,14,4,66,2,1,1,4,2,1,1,0,0,0,0,0
1526,31,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,4,3,3,2,2,2,3,2,1,8,5,5,5,10,5,3,4,1,5,1,2,5,1,3,5,3,1,1,4,5,3,2,2,4,12,2,11,1,2,2,2,1,6,3,1,1,0,1,0,0,0
1527,31,1,99,99,3,3,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,3,3,2,2,3,2,99,5,5,6,5,5,5,2,2,3,3,3,3,5,5,5,5,3,3,1,3,5,3,3,3,9,99,1,13,7,66,2,2,1,3,5,1,0,0,1,0,0,0
1528,31,1,99,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,2,3,2,2,2,2,1,10,0,0,0,10,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,6,6,66,1,6,4,5,4,1,1,1,0,0,0,0
1529,31,1,1,1,2,3,0,0,0,0,1,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,2,2,2,3,1,99,99,99,99,10,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,99,1,7,1,4,4,5,1,6,4,1,1,0,0,0,0,0
1530,32,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,2,2,3,3,4,4,3,2,2,2,2,2,1,2,5,7,3,5,7,7,3,3,1,3,2,2,5,2,4,2,2,3,3,3,2,2,4,3,4,2,2,10,5,66,2,2,1,3,5,1,1,0,0,0,0,0
1531,32,1,12,1,2,2,0,0,1,0,0,0,0,0,0,0,0,2,2,2,3,3,3,3,2,2,2,1,2,2,1,8,7,7,7,7,5,99,99,99,99,99,99,99,99,99,99,99,99,3,3,4,3,2,3,4,4,2,1,6,66,1,2,4,1,5,0,1,0,0,0,0,0
1532,32,2,4,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,3,4,3,1,2,2,2,1,2,99,5,5,1,5,1,1,2,1,1,4,1,99,3,1,4,1,2,1,2,99,3,2,5,5,8,12,2,3,1,2,1,4,1,4,4,0,1,0,1,1,0,0
1533,32,2,12,2,2,4,0,0,0,0,0,0,0,0,0,0,1,3,3,3,4,5,4,5,3,2,2,3,3,2,2,5,5,5,5,5,5,3,4,1,4,3,3,3,2,3,3,2,2,3,3,3,2,3,4,2,2,1,8,2,2,1,2,4,1,5,0,1,0,1,0,0,0
1534,32,2,2,99,2,3,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,4,4,3,3,2,1,1,2,2,12,99,99,99,99,99,99,2,2,1,4,3,2,2,2,2,2,4,2,2,3,3,3,3,2,4,12,1,10,1,3,2,2,1,2,5,1,1,1,1,0,0,0
1535,32,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,3,4,4,4,2,2,3,2,2,1,6,3,4,2,5,2,1,3,2,3,1,2,4,3,2,2,2,3,4,3,4,3,5,4,2,3,2,11,7,66,2,2,1,4,6,1,1,0,1,0,0,0
1536,32,1,1,1,2,2,0,0,1,1,0,0,0,0,0,0,0,1,1,2,2,3,3,4,4,1,1,1,3,1,1,7,4,4,5,8,6,1,2,1,4,1,3,2,1,2,2,5,5,1,3,5,2,5,2,8,4,1,13,4,66,2,2,1,2,4,1,1,0,1,0,0,0
1537,32,1,1,1,2,3,0,0,1,1,0,0,0,0,0,0,0,1,2,3,3,3,3,3,2,2,2,2,2,1,1,7,6,5,4,7,6,2,3,1,3,2,3,2,1,2,4,3,2,2,2,4,2,4,4,2,1,2,11,7,66,2,2,1,2,4,1,1,0,1,0,0,0
1538,32,1,1,4,1,3,0,0,1,1,0,0,0,0,0,0,0,3,3,4,3,4,4,4,2,2,1,3,2,2,1,6,4,3,5,7,4,2,1,3,4,5,2,5,2,4,4,3,2,2,2,5,4,5,2,2,1,2,12,2,3,2,2,1,2,6,1,1,0,1,0,0,0
1539,32,1,5,5,2,2,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,2,2,2,2,2,3,2,12,99,99,99,99,99,99,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,12,2,6,2,2,3,2,1,5,6,0,1,0,1,1,0,0
1540,32,1,1,1,2,2,0,0,1,1,0,0,0,0,0,0,0,2,2,2,2,5,5,1,2,3,3,2,2,1,1,99,99,99,99,99,99,2,3,1,4,1,2,4,2,1,2,3,3,3,1,3,3,3,3,1,1,2,14,7,66,3,1,1,6,4,1,1,0,0,0,0,0
1541,32,1,1,1,2,2,0,0,0,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,8,0,0,0,8,0,5,5,1,4,1,1,5,1,5,5,5,5,4,3,3,4,4,4,4,1,2,12,5,66,2,2,1,5,5,1,1,1,0,0,0,0
1542,32,3,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0,2,2,3,5,5,5,4,4,1,1,2,2,2,12,5,1,2,1,6,0,1,2,1,3,1,2,3,1,3,5,5,3,1,2,5,3,4,4,4,12,1,14,7,66,2,1,1,6,4,1,1,1,0,0,0,0
1543,32,2,12,2,3,3,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,3,2,2,4,2,2,2,2,12,1,99,99,99,2,99,3,5,1,3,1,1,4,3,4,1,3,1,1,4,5,3,3,2,9,3,2,1,6,66,1,5,4,1,3,0,1,0,0,0,0,0
1544,33,2,1,1,3,3,0,0,0,0,0,0,0,0,0,0,1,2,3,5,5,4,5,4,3,2,2,3,3,2,1,5,3,3,3,2,2,3,3,1,3,4,4,5,1,3,3,2,2,3,4,3,2,3,2,9,12,2,9,1,1,1,4,1,6,3,1,1,0,1,1,1,0
1545,33,1,5,5,1,1,0,0,0,1,0,0,0,0,0,0,0,2,2,3,2,3,3,2,2,2,2,2,2,2,5,8,5,5,5,8,5,4,5,1,4,1,1,3,2,3,4,3,1,2,4,1,3,1,1,4,5,2,14,7,66,3,1,1,2,4,1,1,0,0,0,0,0
1546,33,3,12,3,3,3,1,1,1,0,0,1,0,0,0,0,0,2,2,5,5,5,5,5,5,5,2,2,2,3,12,5,3,5,3,5,3,5,3,1,5,3,5,5,3,3,3,5,5,3,3,4,3,1,5,8,1,1,15,4,66,2,2,1,2,4,1,1,0,0,0,0,1
1547,33,2,5,2,2,2,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,3,3,2,2,2,2,2,2,3,5,2,4,5,7,3,4,1,4,2,3,4,1,3,2,4,4,2,4,2,2,3,4,2,12,2,14,5,66,2,2,1,2,4,1,1,1,0,0,0,0
1548,33,3,2,2,2,3,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,2,2,3,2,3,2,3,12,5,5,5,5,5,5,3,3,2,4,3,3,3,3,3,3,2,2,3,2,3,4,3,3,4,12,2,9,1,3,2,3,1,3,4,0,1,0,1,0,1,0
1549,33,1,3,3,1,2,0,1,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,2,2,2,2,2,2,3,5,6,6,6,5,6,4,4,1,3,1,2,2,1,2,2,3,3,3,2,3,2,3,4,5,3,2,12,7,66,3,2,1,3,5,1,1,0,0,0,0,0
1550,33,2,12,99,3,3,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,2,2,3,2,2,3,2,12,0,99,99,99,0,99,2,4,2,4,2,2,4,4,5,1,2,2,2,2,3,4,3,5,3,12,1,3,2,2,2,2,4,2,5,0,1,0,0,0,0,0
1551,33,1,8,8,1,3,0,1,0,0,0,0,0,0,0,0,0,3,4,3,2,2,2,1,1,3,1,1,2,2,8,5,6,5,4,7,4,1,1,3,5,3,2,5,3,2,3,2,2,1,2,3,3,3,4,2,1,1,10,1,2,1,5,1,1,5,0,1,0,1,0,1,0
1552,33,2,6,6,2,4,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,2,1,1,1,2,1,3,2,6,0,0,0,0,0,5,1,5,1,3,1,1,5,3,3,1,5,1,1,3,5,3,3,3,7,6,1,4,2,1,1,2,3,1,5,0,0,1,0,0,0,0
1553,33,1,1,1,2,2,0,1,1,1,0,0,0,0,0,0,0,2,2,3,3,3,3,3,3,2,2,2,2,2,1,7,3,3,3,5,2,2,4,1,4,2,3,5,3,4,2,4,4,2,3,3,3,4,3,4,1,1,13,2,3,3,3,1,6,5,0,1,0,0,0,1,0
1554,33,2,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,2,2,2,1,1,2,2,2,6,7,5,5,5,6,1,2,1,4,2,2,4,1,1,1,2,2,2,4,4,2,2,2,1,1,1,6,2,2,2,5,1,4,4,0,1,0,1,0,1,0
1555,33,2,3,6,2,3,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,2,2,3,2,1,3,2,6,2,0,2,1,0,0,2,3,2,3,3,3,5,1,5,1,3,4,1,3,3,3,3,4,2,6,2,7,5,66,2,2,1,3,4,1,1,1,1,0,1,0
1556,33,2,12,6,4,3,0,1,0,0,1,0,0,0,0,0,0,3,3,3,2,2,2,2,2,3,1,1,2,2,6,3,4,7,3,0,2,1,2,2,3,2,1,5,4,4,3,1,1,3,4,3,4,4,2,5,6,2,5,1,2,2,2,1,3,5,1,0,0,1,0,0,0
1557,33,2,2,2,3,3,1,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,3,2,3,2,2,3,2,12,5,5,5,5,5,5,3,3,3,3,2,3,4,1,3,1,3,3,3,3,3,3,3,3,2,12,1,11,7,66,3,2,1,2,5,0,1,0,0,0,0,0
1558,33,1,2,3,1,3,1,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,2,2,2,2,3,1,2,0,8,2,5,5,5,3,3,1,3,2,4,3,1,3,1,1,1,3,3,3,3,2,5,5,2,1,9,3,66,2,3,1,3,3,1,1,0,1,0,0,0
1559,33,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,3,3,3,2,2,1,2,2,1,3,4,2,3,3,5,2,2,2,4,3,3,4,4,4,4,2,1,1,2,4,1,4,5,3,12,2,9,3,66,2,5,1,3,2,0,1,0,1,0,0,0
1560,33,3,1,1,2,3,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,2,2,3,1,1,5,2,1,6,4,5,4,7,5,3,4,1,4,3,2,3,2,3,3,2,2,3,3,3,2,3,4,8,3,2,9,3,66,3,5,1,2,4,0,1,0,1,1,1,0
1561,33,2,5,1,3,3,0,0,0,0,0,0,0,0,0,0,1,3,3,3,4,5,5,3,3,4,1,1,3,2,12,99,99,99,99,99,99,5,5,5,4,3,3,5,1,3,3,2,3,3,3,3,3,3,3,4,1,2,13,7,66,2,2,1,4,6,1,1,0,0,0,0,0
1562,33,1,1,1,2,2,0,0,0,1,0,0,0,0,0,0,0,2,2,3,5,5,5,3,5,2,2,2,2,2,1,10,4,5,3,9,0,2,1,2,2,3,3,2,2,2,2,3,3,3,2,4,3,2,2,4,1,2,15,7,66,3,2,1,1,2,1,1,1,0,0,0,0
1563,33,2,12,3,3,4,0,0,0,0,0,0,0,0,0,0,1,2,2,3,2,4,4,2,3,2,1,1,3,2,12,0,5,5,0,0,5,1,1,1,3,3,1,1,1,4,3,5,5,3,5,1,3,5,5,4,3,2,12,7,66,3,1,4,1,7,1,1,0,0,0,0,0
1564,33,1,5,1,3,2,0,1,0,1,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,1,1,1,2,2,3,6,4,5,4,6,4,2,2,1,4,2,2,4,3,2,2,5,3,2,2,2,2,3,2,2,1,2,12,5,66,2,4,1,2,4,1,1,0,0,0,0,0
1565,33,2,2,3,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,5,5,5,5,5,5,2,1,1,2,3,2,1,9,9,9,1,9,1,1,1,2,3,3,2,2,2,3,2,1,1,2,5,2,1,2,1,1,1,10,2,2,2,4,1,3,3,1,1,0,0,0,0,0
1566,33,2,12,3,4,3,0,0,0,0,0,0,0,0,0,0,1,3,3,4,3,4,4,1,3,3,2,1,3,2,12,0,0,1,0,0,0,1,1,1,5,3,3,5,4,5,1,1,1,3,2,3,4,3,3,4,3,1,4,2,4,2,2,1,5,5,0,0,0,1,0,0,0
